loss,id
2253.386,1678
2070.0674,1682
1043.6808,1689
2570.619,1690
4990.902,1693
968.16394,1695
2334.369,1705
2444.231,1706
1943.5271,1708
1958.4043,1716
8997.0625,1720
1611.331,1722
4005.918,1749
1562.7029,1750
5876.4062,1751
3025.9333,1760
4425.8213,1763
1445.5382,1770
2089.5437,1777
5940.7725,1785
1198.3046,1791
4312.2397,1794
1221.5396,1800
1329.278,1816
1082.99,1817
3208.0315,1821
1435.4152,1836
1646.388,1838
1961.854,1851
2824.0803,1852
2250.122,1854
811.50415,1856
791.06525,1865
1054.3552,1872
813.8253,1878
965.53723,1880
1419.4279,1881
1778.827,1882
859.40344,1886
1502.5205,1892
2222.716,1894
2579.6755,1898
2970.1885,1899
1216.2148,1902
3729.4946,1903
1209.1016,1906
2389.8123,1910
1734.5948,1911
3351.6077,1914
3115.935,1929
1454.4121,1932
1017.6565,1952
1322.0046,1959
1746.9344,1960
3916.108,1976
2923.5078,1980
1942.6719,1981
2221.1777,1987
1729.2048,1994
917.5725,2000
2149.9568,2008
2225.6428,2011
4954.1616,2012
1753.1588,2019
3544.89,2022
7241.3623,2024
888.7333,2028
3725.704,2030
6742.386,2031
1798.5817,2047
738.35974,2049
1501.8282,2050
4445.2197,2051
1696.5912,2056
1031.621,2057
2241.6501,2059
3763.3215,2069
1760.5742,2085
949.79614,2089
1538.5254,2090
2881.8318,2101
2487.5435,2114
1390.7277,2115
1294.1138,2118
2263.92,2119
1552.0254,2125
3363.6318,2128
1562.0248,2129
1780.3912,2132
2239.4214,2133
774.6795,2135
1766.5825,2136
1253.4508,2143
1140.7877,2144
2677.244,2145
2376.3447,2152
3345.009,2160
1596.1488,2166
1203.6241,2169
1676.6613,2170
1697.57,2172
1668.4163,2181
1827.4119,2183
2886.3848,2185
2461.8013,2188
2149.6038,2189
5031.0806,2194
1511.3762,2202
2801.7776,2208
1923.1599,2227
5204.8438,2230
2307.8518,2235
1690.3324,2236
7388.991,2244
1456.0302,2248
1361.3466,2252
1732.8411,2254
5049.727,2260
1979.9185,2263
1508.9094,2274
967.527,2277
6108.3774,2279
12473.79,2280
2717.668,2283
772.5787,2284
3280.4363,2288
1983.7908,2292
5326.5977,2295
1275.6566,2296
2662.0361,2299
4641.323,2315
1528.3413,2318
10847.7,2329
1424.2792,2337
1085.3376,2340
1580.6642,2342
2543.288,2347
4101.218,2349
1339.6519,2354
2368.9954,2361
1588.0299,2370
3040.2708,2378
3599.491,2382
1371.4785,2387
2044.638,2389
1405.4124,2394
2093.975,2396
2673.4941,2400
2478.3884,2407
1087.3914,2414
1828.7445,2415
2217.3848,2421
1588.2559,2427
2186.7993,2428
2705.592,2430
2574.0586,2435
6102.875,2445
1626.7888,2446
1385.4775,2447
1960.2319,2449
1787.1451,2451
13887.382,2458
11269.355,2462
2829.2356,2463
2031.4456,2467
6131.401,2471
2541.2092,2475
2953.5615,2478
4101.39,2483
1124.771,2485
1178.7451,2487
701.3074,2494
1608.9703,2497
1525.1515,2499
1534.339,2503
2919.3313,2513
2036.2571,2515
1680.5885,2522
1430.1256,2523
2724.394,2528
4694.6323,2532
1132.5332,2536
1477.3711,2538
1002.9592,2539
2185.5488,2540
5140.2656,2545
1027.9636,2548
969.6979,2549
2608.89,2553
1788.7936,2563
2254.5586,2566
1426.9108,2574
2536.099,2575
2797.6582,2584
2298.5332,2588
959.9657,2589
1653.1744,2592
1466.953,2596
1592.4757,2598
944.43616,2602
1582.1948,2603
2479.6775,2607
1481.5442,2609
5598.3022,2611
1549.4717,2627
1859.6326,2628
3151.4119,2630
2107.2522,2633
5995.3486,2636
1028.1697,2640
1275.6989,2641
4661.4307,2657
988.21094,2659
1097.8337,2662
1806.1455,2663
2207.4114,2667
871.3058,2670
2240.0159,2682
3083.6353,2694
6395.6436,2699
2769.5261,2700
5277.5474,2703
2091.6997,2708
910.4518,2714
685.1778,2725
1283.6293,2726
1345.529,2727
2070.7234,2732
5206.6895,2733
5268.205,2736
1951.3064,2745
1296.4424,2760
1871.0093,2764
6031.2744,2765
606.74335,2766
2355.4863,2775
1731.1478,2783
1130.7388,2784
2277.2283,2786
1252.7834,2801
1776.5798,2803
5547.4375,2813
6966.649,2815
1573.8041,2816
3010.364,2818
2144.3596,2819
1330.8108,2822
1775.3163,2825
1444.9169,2826
1556.7051,2830
1276.3033,2834
5156.184,2835
2724.8445,2856
5948.9243,2873
5005.1636,2886
3181.8647,2892
980.6085,2896
1055.2977,2897
2136.7068,2899
1080.8927,2901
5616.623,2909
3130.8757,2914
1239.6959,2915
2581.4814,2916
893.6936,2919
2310.3716,2926
1797.0613,2927
1572.0076,2933
3044.8784,2934
1778.0337,2941
1667.2771,2942
2433.0457,2946
1728.0194,2949
1692.2948,2952
9815.339,2957
1803.0284,2962
992.39,2963
1838.1147,2965
6546.2686,2966
2280.8125,2971
705.0831,2975
1144.8171,2979
8347.991,2985
2440.2495,2995
1417.271,2996
3181.3875,3001
2174.152,3007
871.67163,3008
3400.845,3014
10452.897,3017
1409.9507,3021
2354.5676,3025
978.45325,3026
2290.4377,3034
2586.7969,3035
2959.4075,3044
3229.7202,3046
5467.486,3047
3227.327,3057
6385.0596,3059
3506.9692,3063
1396.9749,3065
2345.6763,3067
1415.3026,3069
3249.214,3076
1255.6897,3086
2282.5557,3088
1894.0073,3090
2810.0278,3096
1133.2083,3100
2073.522,3102
2225.4312,3103
1025.3771,3107
1152.9084,3118
4348.983,3120
2029.5408,3123
1183.624,3128
1640.976,3132
1610.6713,3140
2481.9336,3152
3051.895,3165
1604.6453,3183
1059.7891,3190
1833.7607,3197
1418.0632,3201
1766.5751,3203
2652.3699,3214
2050.6646,3219
1406.4064,3220
4166.7944,3221
1639.6062,3229
1171.9862,3234
3242.52,3235
1812.6495,3240
1521.2592,3241
1958.0864,3249
931.19324,3254
4173.3877,3264
1865.115,3266
839.8628,3270
2081.925,3282
1758.4607,3285
1312.457,3289
1575.4119,3291
2071.2346,3295
863.1112,3299
1435.7264,3302
6009.3374,3303
3387.111,3308
3656.3845,3309
2123.4097,3324
5721.9688,3327
3733.2812,3330
1322.4336,3335
1717.5444,3339
2580.195,3340
1427.4896,3343
2560.074,3350
1661.7738,3353
7950.2593,3356
3456.919,3361
1061.9131,3368
1460.8381,3376
1127.2198,3381
2571.5623,3383
2778.1875,3397
2199.2554,3403
1743.4469,3405
1494.3368,3410
2242.8765,3412
2869.6323,3416
1741.4583,3417
2784.6274,3423
6187.1533,3427
3242.4216,3435
1184.0311,3439
2377.6929,3441
1468.4471,3450
965.6262,3453
1338.8467,3454
8687.25,3458
1625.3103,3459
3373.348,3467
5283.098,3469
1241.8291,3477
8456.9795,3478
926.8229,3482
4921.9194,3484
2369.6936,3506
6884.736,3515
3276.2368,3522
1618.1134,3523
1357.612,3526
1615.7456,3532
1761.3503,3534
1057.6859,3537
1012.9238,3539
4661.802,3542
1296.9769,3545
1686.5693,3552
1362.1888,3554
1980.1035,3573
1210.0884,3576
2715.9976,3577
1610.3302,3580
1102.8083,3583
1608.5736,3584
1173.8965,3609
4957.2,3613
2114.954,3623
3762.543,3624
7654.827,3638
2090.9065,3642
2550.8096,3643
1447.6227,3647
1869.3923,3653
4258.9136,3654
1581.2424,3656
804.926,3658
3812.9246,3659
6125.0703,3663
3153.4548,3664
872.2661,3666
1459.202,3681
2687.7795,3689
2844.2866,3694
1504.1279,3695
1501.5531,3699
2269.9072,3701
3526.2864,3704
1202.1036,3721
3670.5957,3726
2783.5803,3727
2635.0674,3729
3850.7288,3731
1512.1393,3738
2640.407,3740
2028.1177,3744
1053.6079,3757
952.56165,3758
1639.5281,3778
3796.7002,3781
6233.6763,3790
1450.5133,3796
6976.4907,3798
1254.4962,3804
1161.3469,3813
1056.4877,3814
2671.0193,3815
2070.7385,3818
2850.98,3823
7416.1367,3826
1605.0068,3831
3786.9773,3834
2581.5889,3835
2382.641,3849
2596.6985,3850
2362.3718,3855
2553.7192,3864
2053.4297,3867
1247.9631,3871
1783.578,3879
2569.1807,3880
3759.6646,3882
9123.471,3884
1864.7302,3893
1630.5688,3895
2866.1829,3901
1019.79456,3903
1579.43,3913
2078.07,3921
2471.2803,3929
864.1819,3947
1885.904,3962
1006.97253,3963
1665.8451,3966
1678.9052,3975
6563.92,3976
3046.7542,3977
1148.1565,3978
953.58594,3979
1891.1494,3983
806.9728,3985
8448.62,3989
1847.8447,3992
2182.2466,3995
2288.4768,4008
1931.304,4013
1642.028,4029
3214.3232,4035
2224.4275,4040
863.47534,4048
2032.9409,4060
1279.6643,4066
894.36707,4075
2507.647,4079
1169.8518,4083
1874.9126,4091
6415.664,4092
2882.0256,4093
2916.7085,4098
1530.7173,4108
924.21936,4109
2899.4575,4110
2049.3855,4116
1747.277,4129
4273.813,4130
2015.6719,4140
1543.1881,4146
3794.2004,4150
8108.1475,4151
1525.6031,4153
6115.661,4169
2159.863,4170
1617.3239,4179
4324.434,4183
3227.9546,4188
1544.6001,4190
1531.6261,4193
7502.027,4201
1252.0203,4205
2312.108,4210
1972.125,4226
1792.8376,4229
2787.2388,4241
1287.1764,4242
3495.5115,4257
711.7717,4258
2549.5823,4260
5326.5977,4263
800.92847,4267
2307.3962,4273
1969.5889,4274
1275.6755,4277
1532.1663,4281
4662.3164,4283
2770.7468,4293
1464.7336,4294
3931.564,4305
3119.8965,4307
1571.3055,4318
2249.7388,4325
4494.5337,4327
3013.05,4332
4102.637,4335
4091.0034,4336
774.58887,4337
4041.6997,4339
1408.5258,4343
962.0029,4346
1735.8203,4348
3857.8508,4350
2195.4487,4358
2018.3804,4359
1832.8076,4363
4290.0596,4366
987.93335,4374
2224.2842,4375
1146.9286,4377
3034.2751,4393
2554.213,4395
1040.7914,4400
6536.9844,4402
7118.6763,4404
2275.0264,4415
2149.727,4418
1499.4595,4422
1373.2233,4430
1999.0627,4432
1210.9432,4433
5627.761,4435
2017.6992,4438
1969.3892,4444
2148.038,4447
5194.195,4451
1935.9382,4452
1380.4286,4457
3532.6565,4459
1437.3894,4469
8554.356,4471
1167.327,4486
2570.6492,4488
1332.4556,4510
936.85583,4515
4022.9912,4527
1049.9178,4530
893.55176,4534
3964.496,4535
1316.3319,4536
2869.1758,4548
1617.7363,4549
5390.1226,4551
2679.1914,4556
779.8343,4559
1358.5646,4564
4297.542,4570
7676.5356,4575
3103.5398,4584
2724.4387,4585
1917.499,4591
2669.1416,4592
2039.0547,4593
1197.3021,4594
1161.1581,4598
2444.0896,4607
1013.55896,4608
2304.8508,4620
3172.5825,4621
2710.9907,4625
2815.4207,4635
5118.6494,4638
2604.8452,4652
2698.265,4657
2097.937,4658
5631.4473,4666
1440.8064,4672
2771.621,4676
1165.9382,4680
5678.8936,4681
3256.2607,4683
1123.4122,4684
2477.8928,4689
2531.2905,4690
1778.0157,4692
1833.7617,4697
1879.2893,4700
15553.56,4705
1916.7126,4721
1954.7856,4726
987.5686,4729
4754.379,4731
2128.355,4736
1834.5542,4739
1905.4202,4740
1165.4941,4753
2412.54,4754
4754.941,4755
1061.5311,4756
1750.8375,4759
1268.1586,4764
2676.786,4771
1761.6104,4772
868.3241,4776
2945.4878,4780
1544.9203,4784
1426.6881,4786
3192.7705,4787
1058.5077,4789
1964.541,4794
1694.4861,4800
3104.6646,4807
7440.8647,4813
2348.6558,4818
10207.92,4823
1858.8882,4824
2589.9016,4829
975.0154,4830
2353.4753,4835
1659.9272,4844
1715.1384,4845
2335.5547,4846
843.9407,4847
2625.4072,4854
3084.556,4857
975.51294,4861
1370.9302,4863
2698.026,4866
4018.9497,4869
1451.9077,4871
2115.0999,4872
2832.9414,4875
9697.401,4877
994.4027,4878
1833.4824,4885
1552.897,4886
3767.315,4888
1212.6956,4890
1046.2222,4896
2257.3645,4899
750.7024,4913
2137.4324,4916
3706.5674,4920
2766.759,4925
2082.1375,4934
2534.0593,4941
1672.3253,4946
2920.2744,4954
1308.0885,4956
4378.7534,4958
1238.6782,4965
1238.8086,4966
2560.994,4970
1820.127,4977
2686.9753,4980
1727.5452,4984
967.67664,4995
2728.2021,4997
2300.8755,4999
3571.2822,5005
1603.9802,5011
2282.712,5015
2489.7178,5016
2827.9705,5019
2080.1326,5024
2050.1226,5030
1553.4713,5031
1907.3286,5034
10994.611,5047
2357.6,5048
1282.8491,5052
2039.9814,5061
18592.752,5062
3710.6528,5067
4528.2993,5068
1451.5966,5077
1947.3606,5079
3112.3887,5090
2250.052,5094
1936.0654,5103
909.7975,5104
2019.323,5106
2101.1685,5107
1240.1869,5110
1770.4958,5114
4412.8125,5116
5704.7065,5121
3115.5808,5122
960.0846,5124
3840.6008,5132
1746.9242,5133
1923.5862,5138
2368.879,5143
1457.6947,5153
1913.3108,5154
836.8307,5155
1694.0615,5160
4071.3608,5169
3354.3896,5172
3058.6255,5173
1033.5847,5179
2848.0776,5182
1200.3677,5187
2909.853,5192
1328.7327,5211
3241.5813,5213
964.93713,5219
2629.8215,5225
1105.1655,5226
4507.1714,5227
1906.4214,5228
3589.084,5239
1437.936,5241
2128.6814,5244
3923.6475,5248
1248.5398,5260
1124.4867,5266
1877.1094,5273
7053.6445,5280
3826.8098,5298
1069.4626,5300
3502.9165,5306
1188.5752,5307
4603.7397,5311
1183.3351,5316
845.5469,5323
1689.9053,5332
1752.2668,5336
1050.5785,5338
3138.0562,5342
1243.1938,5347
3967.8574,5355
1892.2266,5357
1505.0764,5362
1186.3905,5363
991.0858,5364
1937.4592,5366
4989.892,5374
739.5426,5375
2589.456,5379
2534.0125,5380
849.3888,5383
1644.0044,5385
1920.4099,5390
4514.683,5393
2159.558,5398
2778.5254,5411
940.95386,5414
1401.4236,5429
9617.12,5432
1245.9305,5436
4725.8896,5437
1122.9731,5439
3285.2593,5440
1386.655,5449
1300.7242,5458
871.8275,5460
1222.4155,5462
2253.3896,5463
2484.4746,5465
3537.0767,5467
2591.32,5475
1917.0769,5483
1323.1017,5485
1601.9307,5489
2775.8381,5493
739.1453,5497
1411.3553,5501
1333.3392,5506
1453.7946,5507
2924.297,5510
4364.453,5524
1234.1631,5531
3376.4878,5542
1834.6104,5543
4232.8716,5544
1799.8047,5552
2418.649,5560
3769.8506,5563
2512.0857,5573
1056.3384,5579
2921.9622,5584
8687.707,5585
1479.3936,5594
2039.3481,5595
1718.2971,5597
1445.0973,5598
1612.4058,5604
1472.4147,5606
1117.1614,5610
4420.469,5615
1346.0929,5631
1507.7706,5637
1617.1678,5646
3083.961,5656
10578.214,5658
1531.6575,5666
2440.8137,5668
1435.5532,5673
1317.8677,5680
2500.6326,5691
6415.1465,5692
2081.4006,5693
3447.6052,5697
1692.6477,5698
1997.8247,5700
2193.0637,5704
1854.6514,5705
1114.3876,5707
935.8485,5710
865.62805,5716
1639.2501,5720
2379.0662,5722
1975.1172,5727
1370.8373,5733
2395.4163,5737
3773.4944,5742
950.8729,5747
2754.9407,5760
1383.8385,5774
5037.7847,5788
1688.7809,5796
1474.2506,5797
2380.9373,5800
1537.2185,5812
1147.0859,5814
1217.4148,5818
3504.4954,5819
4946.794,5823
2445.9602,5826
1715.2462,5830
1522.572,5831
2535.8003,5846
2261.2603,5864
673.9658,5869
3805.4534,5870
1366.5981,5879
9157.722,5883
1219.8154,5886
4726.7446,5889
1993.0613,5904
1077.7297,5905
3092.2644,5910
2129.9,5911
1735.7437,5914
1699.9258,5915
1163.3309,5920
1819.4846,5925
1717.5892,5926
2617.9626,5934
3119.485,5939
1123.1592,5941
1031.7074,5943
3293.2253,5949
1727.7878,5961
4653.87,5965
2519.7654,5966
751.2153,5969
2448.4985,5970
2853.6233,5978
2537.1953,5979
1341.9603,5983
6174.6235,5985
1188.2482,5989
1541.2084,5997
2120.6826,6004
3826.0266,6010
1457.0948,6013
1558.4089,6019
1272.5736,6020
1232.7544,6032
4371.327,6036
5515.244,6037
1755.8718,6039
1750.074,6050
1512.9232,6051
3917.5093,6053
1599.7144,6057
1320.3718,6059
4328.457,6067
1550.1676,6068
1630.0626,6075
832.05945,6078
4565.775,6079
3583.556,6080
4308.1104,6082
1229.0304,6084
2562.058,6091
1340.9196,6092
5264.4307,6093
1766.8499,6096
1830.4943,6102
1668.828,6105
1591.6255,6116
908.3209,6122
1034.4727,6126
3938.8438,6131
5333.169,6140
1178.8569,6141
931.6981,6146
2261.976,6147
2930.4949,6157
2414.9841,6162
2355.2998,6163
2094.662,6165
6699.721,6170
1953.0591,6208
3990.5752,6216
1682.7024,6218
2588.5264,6223
2056.0713,6224
1777.1143,6227
9548.696,6240
1543.6827,6241
1239.7194,6246
3792.4753,6248
1179.927,6249
1575.88,6255
3171.7786,6261
7376.8423,6262
1580.0631,6269
2229.121,6271
2655.399,6278
1613.3385,6284
1585.0159,6285
1106.9218,6287
2206.2144,6288
2169.1106,6291
989.68726,6296
3247.093,6297
1751.1445,6304
3069.3303,6309
994.1294,6310
2490.5168,6311
1143.3386,6316
1550.5841,6319
9364.918,6332
6517.7886,6335
1270.6552,6336
1103.5546,6341
1254.438,6359
1715.6746,6369
767.84595,6375
3246.8892,6378
3266.451,6380
9755.545,6385
7825.96,6387
2502.552,6391
755.0138,6392
2584.5999,6393
830.9026,6400
2727.8376,6411
2095.6985,6415
2356.5527,6416
2758.0618,6419
1417.8441,6421
2403.9287,6432
1596.2181,6438
901.8727,6444
1591.4512,6445
1272.6509,6446
7462.844,6448
1350.9722,6452
1971.2603,6459
3629.433,6470
917.80225,6475
2375.1804,6484
2411.129,6492
1718.1324,6502
1258.1003,6505
1901.332,6506
2171.897,6513
3179.7434,6514
4953.1,6524
706.4025,6525
1508.6332,6528
7905.588,6529
1882.0198,6531
1774.6458,6538
3537.5044,6541
2894.1887,6546
847.66833,6553
721.32806,6563
1772.8406,6567
6089.1494,6586
2422.9678,6588
4286.3315,6589
3785.392,6591
1313.1741,6596
1687.587,6607
9455.56,6613
1954.3623,6615
1229.4781,6625
3290.4148,6629
2508.5872,6630
1363.9218,6632
887.2257,6640
2631.251,6645
2121.9788,6648
1583.1256,6656
2686.499,6658
1601.1936,6661
2144.809,6663
3184.998,6665
1745.3271,6673
1918.0603,6676
1201.52,6681
1660.0674,6683
877.03577,6684
1205.4786,6695
1748.5933,6697
2707.793,6700
1144.2062,6702
1302.0573,6703
3214.727,6704
4155.714,6712
4335.433,6716
1238.692,6723
3797.8438,6733
2190.9617,6734
3601.4263,6739
656.2032,6743
1692.5873,6746
1211.7413,6756
1564.0853,6758
1011.3303,6765
2244.7058,6772
3488.315,6776
1672.3905,6777
2992.2932,6784
1447.9622,6785
1570.0999,6788
1789.7175,6790
1190.4668,6792
1305.6599,6797
2355.0183,6802
1052.1693,6806
907.32263,6808
3166.0789,6809
1872.2864,6810
1223.4034,6814
2612.4644,6815
984.75525,6819
2803.2866,6824
1805.9514,6830
4664.9,6835
1744.7058,6838
6099.684,6845
1038.0686,6846
2647.065,6847
5832.3687,6848
3485.024,6849
8835.343,6864
1386.8208,6869
1659.8661,6870
1457.9359,6876
2105.3003,6878
8519.013,6890
4034.9453,6892
1217.3525,6899
1255.1761,6906
1338.4358,6908
2534.7908,6912
1076.1831,6913
1248.4548,6925
1689.0862,6932
1454.7167,6935
1383.6951,6939
2341.9404,6946
897.0354,6950
1168.5226,6963
4920.7915,6972
885.333,6974
3008.9866,6978
699.3459,6979
2641.1235,6985
3749.2483,6989
1025.1779,7005
1722.733,7007
4658.196,7009
745.92816,7015
3241.4827,7036
2811.205,7047
1013.4878,7049
3138.177,7054
6410.978,7056
982.66064,7058
1302.6239,7061
1140.4937,7064
1759.6078,7066
749.5924,7069
1421.9534,7085
7655.3735,7086
1236.8943,7096
9889.261,7103
1860.4272,7122
3885.0188,7125
978.6,7126
1362.0614,7130
6251.2915,7134
999.229,7135
3634.524,7140
1182.642,7145
2268.4202,7148
5310.388,7151
4603.9775,7156
1579.9579,7157
2154.4646,7161
2123.8196,7163
1209.1641,7168
6070.464,7170
832.7772,7174
8361.436,7175
713.44794,7199
5573.4497,7200
2312.9368,7203
1565.1842,7209
10301.642,7210
1240.5132,7215
3663.2092,7240
1810.7242,7241
1910.7659,7248
4081.3447,7253
3120.6438,7260
1512.6293,7262
3220.6167,7264
2545.179,7265
6222.9233,7267
5200.8765,7268
2299.8323,7269
2042.1423,7270
862.1769,7271
4631.3564,7274
728.2017,7289
2667.1858,7292
2879.825,7293
600.94244,7294
4939.03,7296
1313.5045,7298
1662.5205,7299
5077.904,7304
1611.0011,7305
2185.8025,7308
2194.0544,7309
1426.772,7310
2573.8655,7311
1713.4744,7312
1412.5706,7317
7537.645,7319
3369.9858,7320
5240.594,7329
4167.2275,7330
3631.7236,7331
1038.8062,7336
3007.5332,7353
3161.7576,7358
3559.3176,7363
4583.447,7365
1032.594,7366
3391.8318,7374
1609.7693,7377
3019.6082,7378
2243.3203,7382
2741.2612,7388
2773.699,7398
1959.0425,7400
1912.3306,7411
2240.3267,7426
6046.7383,7434
739.505,7436
1096.065,7442
1578.2314,7443
1888.3196,7464
2413.178,7470
917.027,7476
1082.8573,7478
1524.436,7479
2223.6543,7480
1800.4818,7487
2969.8438,7495
1507.4865,7498
5728.5405,7507
5423.172,7525
1286.7184,7527
1313.1704,7528
947.78357,7533
3512.1165,7535
605.7691,7536
2714.1655,7537
1368.4175,7544
2114.1155,7552
2441.2317,7553
2000.9751,7554
1578.3477,7555
5956.282,7556
2065.286,7560
3629.4587,7564
1337.2295,7570
1187.3342,7571
1145.8654,7573
1497.4728,7574
1205.3694,7575
1085.4965,7592
3698.1938,7595
1757.6372,7596
2780.6694,7601
1655.9397,7608
1120.3615,7610
2211.8535,7613
2937.5037,7623
1172.6654,7630
1082.2261,7638
752.0003,7643
2952.019,7647
942.4352,7671
1741.1537,7672
1963.5688,7676
869.02625,7682
3094.3123,7689
1507.1477,7691
2916.8809,7695
2190.2695,7705
4513.3433,7707
1763.5831,7709
9443.339,7710
2650.8577,7714
4404.8,7716
2368.8472,7717
