id,loss
2089,941.2042
2090,1633.7235
2101,2957.781
2114,2405.5186
2115,1354.2578
2118,1315.0259
2119,2386.3013
2125,1541.4442
2128,3016.0637
2129,1578.1382
2132,1717.7255
2133,2241.6313
2135,778.3478
2136,1655.2026
2143,1222.1796
2144,1080.0348
2145,2890.9976
2152,2420.3938
2160,3230.607
2166,1516.6805
2169,1094.8555
2170,1509.3275
2172,1654.481
2181,1758.9221
2183,1815.942
2185,3077.619
2188,2342.2603
2189,2180.4524
2194,5103.748
2202,1432.9668
2208,2772.0066
2227,1914.8027
2230,5708.4526
2235,2269.7837
2236,1692.0404
2244,7298.703
2248,1492.0398
2252,1401.2488
2254,1682.9393
2260,5598.4956
2263,1904.2097
2274,1539.9502
2277,952.81274
2279,5950.7656
2280,11208.342
2283,2521.9736
2284,784.2337
2288,3078.7537
2292,2092.279
2295,5275.521
2296,1236.275
2299,2462.069
2315,5223.468
2318,1486.2535
2329,10303.185
2337,1451.1447
2340,1001.1846
2342,1618.7161
2347,2821.944
2349,4261.559
2354,1277.8839
2361,2390.4373
2370,1680.1052
2378,2968.4143
2382,3935.6597
2387,1334.6552
2389,2141.828
2394,1383.3575
2396,2100.032
2400,2529.417
2407,2763.5425
2414,1043.571
2415,1883.4011
2421,2102.4802
2427,1601.1515
2428,2418.6453
2430,2718.8633
2435,2301.0864
2445,5340.7466
2446,1686.6062
2447,1258.7881
2449,2079.5076
2451,1803.9227
2458,13857.749
2462,10062.647
2463,2735.69
2467,2251.7861
2471,6473.5054
2475,2261.2532
2478,3304.019
2483,4225.712
2485,1161.8884
2487,1183.4888
2494,707.3232
2497,1811.7821
2499,1528.8145
2503,1463.4323
2513,2798.23
2515,1986.7136
2522,1739.8333
2523,1373.813
2528,2736.4446
2532,4867.58
2536,1108.4226
2538,1517.369
2539,1002.57837
2540,2391.3206
2545,5027.565
2548,1029.4805
2549,987.1173
2553,2432.0513
2563,1724.7264
2566,2290.414
2574,1395.3849
2575,2733.381
2584,2604.2847
2588,2410.2266
2589,906.4407
2592,1765.183
2596,1385.3604
2598,1621.6444
2602,941.7822
2603,1576.8337
2607,2391.0635
2609,1480.0638
2611,5420.652
2627,1607.7087
2628,1811.433
2630,3057.2493
2633,2148.9653
2636,7404.3574
2640,1022.7715
2641,1227.04
2657,4508.4375
2659,967.5664
2662,1057.864
2663,1936.0808
2667,2230.7825
2670,913.917
2682,2141.006
2694,3115.369
2699,6152.703
2700,2847.9905
2703,5163.228
2708,2061.8696
2714,899.8843
2725,735.2391
2726,1355.2305
2727,1335.836
2732,1949.8552
2733,5457.6304
2736,5524.343
2745,2197.8245
2760,1285.6292
2764,2014.852
2765,6283.3696
2766,625.6699
2775,2032.8782
2783,1684.3558
2784,1095.7777
2786,2412.114
2801,1326.4344
2803,1762.8539
2813,5351.457
2815,6835.3765
2816,1591.3513
2818,3019.9797
2819,2323.6963
2822,1191.4066
2825,1850.4409
2826,1388.6802
2830,1528.38
2834,1364.6564
2835,5656.834
2856,2636.3804
2873,6278.487
2886,5493.413
2892,3090.5005
2896,941.724
2897,1056.1473
2899,2080.0793
2901,1091.2516
2909,5420.014
2914,3642.5078
2915,1237.4535
2916,2301.9226
2919,891.3098
2926,2533.8142
2927,1829.384
2933,1521.6614
2934,3147.6968
2941,1855.1777
2942,1756.0845
2946,2516.5833
2949,1627.9224
2952,1698.0387
2957,9741.038
2962,1813.3176
2963,966.7439
2965,1959.0354
2966,6130.3022
2971,1998.0708
2975,710.74536
2979,1057.798
2985,8755.569
2995,2582.491
2996,1414.24
3001,3170.9395
3007,2575.8806
3008,906.4945
3014,3390.9893
3017,11011.642
3021,1267.8423
3025,2481.289
3026,1035.4319
3034,2410.3372
3035,2559.658
3044,3042.45
3046,2926.7712
3047,5696.519
3057,3137.4387
3059,6133.7925
3063,4091.3965
3065,1316.7838
3067,2322.9695
3069,1387.1636
3076,3366.3481
3086,1227.8534
3088,2319.1372
3090,1942.1865
3096,3091.5017
3100,1097.6178
3102,2111.0818
3103,2412.9712
3107,993.0281
3118,1204.1174
3120,4317.3203
3123,1747.381
3128,1201.9144
3132,1625.0317
3140,1568.1124
3152,2510.338
3165,3083.8481
3183,1458.9655
3190,1062.1304
3197,1839.2522
3201,1367.7737
3203,1831.297
3214,2458.3335
3219,2097.7695
3220,1480.9637
3221,4391.6836
3229,1652.329
3234,1134.028
3235,3416.1865
3240,1665.5978
3241,1515.3263
3249,2089.4978
3254,928.09973
3264,4029.545
3266,1948.355
3270,837.84766
3282,2001.1523
3285,1684.9875
3289,1287.4366
3291,1489.1014
3295,2148.8757
3299,865.8054
3302,1525.9751
3303,5648.4897
3308,3207.398
3309,3731.4363
3324,2111.7827
3327,5013.0674
3330,4255.1772
3335,1268.4554
3339,1887.7361
3340,2564.7817
3343,1604.9603
3350,2827.829
3353,1649.7896
3356,8291.902
3361,3371.8862
3368,1064.4857
3376,1533.8999
3381,1102.0817
3383,2501.4119
3397,3117.3552
3403,2256.9941
3405,1730.3302
3410,1590.9618
3412,2279.689
3416,2850.5845
3417,1703.6874
3423,3098.2512
3427,6475.937
3435,3127.1675
3439,1138.8373
3441,2449.657
3450,1386.3221
3453,1008.7257
3454,1297.8838
3458,8758.439
3459,1532.461
3467,3458.4187
3469,5442.048
3477,1083.6931
3478,8347.982
3482,908.5276
3484,5537.99
3506,2470.4397
3515,6389.105
3522,3157.6213
3523,1485.7068
3526,1367.8589
3532,1602.2942
3534,1791.937
3537,1130.1405
3539,996.4634
3542,4853.358
3545,1040.5293
3552,1717.9578
3554,1285.435
3573,1886.7388
3576,1223.7883
3577,2818.0676
3580,1551.6111
3583,1065.8636
3584,1517.9211
3609,1133.8212
3613,5049.6416
3623,2092.887
3624,3723.668
3638,8498.614
3642,2042.7861
3643,2415.2197
3647,1386.3448
3653,1810.2134
3654,4206.8896
3656,1518.9594
3658,829.7554
3659,3810.0247
3663,6425.9688
3664,3249.0068
3666,811.73035
3681,1392.8232
3689,2849.8484
3694,3051.0454
3695,1485.8805
3699,1463.2451
3701,2395.3828
3704,3394.4668
3721,1225.4663
3726,3888.694
3727,3140.7632
3729,2509.6787
3731,4022.3633
3738,1485.5637
3740,2685.3184
3744,1797.9432
3757,1067.0092
3758,930.8928
3778,1673.489
3781,3773.8318
3790,6053.8315
3796,1403.8163
3798,6204.5674
3804,1246.8036
3813,1122.3866
3814,1097.5255
3815,2639.8313
3818,2138.0564
3823,2737.135
3826,8132.9053
3831,1562.8424
3834,3843.6077
3835,2663.2266
3849,2413.6738
3850,2579.6318
3855,2446.808
3864,2577.0325
3867,2230.545
3871,1158.8307
3879,1837.2617
3880,2599.1187
3882,4239.9375
3884,9457.963
3893,1877.2974
3895,1651.6375
3901,2961.5386
3903,1039.2339
3913,1619.6755
3921,2055.795
3929,2455.4043
3947,845.7084
3962,1860.1895
3963,944.9198
3966,1728.63
3975,1764.767
3976,5696.9126
3977,3050.4905
3978,1178.9956
3979,932.6116
3983,1815.1069
3985,811.23987
3989,8539.642
3992,1886.698
3995,2157.727
4008,2279.132
4013,1764.13
4029,1727.558
4035,3247.241
4040,2201.6223
4048,892.037
4060,1985.124
4066,1238.9115
4075,861.468
4079,2592.9497
4083,1070.3691
4091,1750.3296
4092,6867.9185
4093,2872.0132
4098,2831.1516
4108,1387.3641
4109,915.14514
4110,3307.0112
4116,2154.24
4129,1773.6761
4130,4233.151
4140,1947.9453
4146,1746.6179
4150,4085.7812
4151,7342.4604
4153,1393.9006
4169,5865.1626
4170,2116.7861
4179,1703.878
4183,4442.3677
4188,3338.2573
4190,1469.2175
4193,1646.3616
4201,7936.7383
4205,1241.9192
4210,2428.5256
4226,1906.2756
4229,1839.6665
4241,2955.842
4242,1319.053
4257,3354.149
4258,689.799
4260,2350.0464
4263,5772.6177
4267,826.2471
4273,2201.3384
4274,2072.7014
4277,1219.7877
4281,1559.5999
4283,4734.56
4293,2772.3125
4294,1434.0371
4305,4132.4604
4307,3131.959
4318,1387.1877
4325,2235.708
4327,4477.743
4332,2779.7344
4335,4386.104
4336,3756.422
4337,760.63837
4339,3869.0269
4343,1388.9006
4346,939.744
4348,1756.5818
4350,4000.35
4358,2231.82
4359,2078.5806
4363,1931.988
4366,4334.7754
4374,1014.6925
4375,2220.1873
4377,1116.0608
4393,3362.541
4395,2509.9722
4400,1046.8422
4402,6458.7056
4404,7779.664
4415,2440.592
4418,1950.6221
4422,1493.6566
4430,1360.2957
4432,2299.0278
4433,1164.1821
4435,5988.9766
4438,1874.1667
4444,1864.8069
4447,2097.535
4451,5192.4873
4452,1994.9424
4457,1529.7775
4459,3686.4045
4469,1458.7749
4471,9049.574
4486,1190.8547
4488,2444.5146
4510,1486.9813
4515,930.9807
4527,4191.5386
4530,1119.1318
4534,844.13135
4535,3772.1304
4536,1257.8535
4548,2845.3987
4549,1699.5308
4551,5539.6924
4556,2632.6147
4559,784.38293
4564,1315.6958
4570,4343.7583
4575,7528.5225
4584,2798.224
4585,2723.4949
4591,2061.3315
4592,2950.0989
4593,1870.3418
4594,1183.502
4598,1106.8226
4607,2530.237
4608,972.97375
4620,2288.454
4621,3166.4385
4625,2951.2046
4635,3161.2415
4638,5107.148
4652,2776.4158
4657,2199.7175
4658,1991.3345
4666,5286.2466
4672,1445.7493
4676,2842.7278
4680,1114.8195
4681,5703.4287
4683,3322.272
4684,1099.8738
4689,2589.6675
4690,2892.684
4692,1929.4226
4697,1834.5978
4700,1817.9819
4705,16778.744
4721,1891.4717
4726,2128.5527
4729,989.0576
4731,4619.272
4736,2120.229
4739,1796.59
4740,1895.5405
4753,1106.1268
4754,2395.6772
4755,5216.495
4756,1064.511
4759,1742.8141
4764,1310.3
4771,2846.1335
4772,1764.9309
4776,805.17615
4780,3095.3618
4784,1511.9165
4786,1333.4979
4787,3296.4316
4789,1055.7078
4794,1980.3684
4800,1697.0162
4807,3227.3726
4813,8029.716
4818,2302.252
4823,10876.194
4824,1912.9512
4829,2611.547
4830,922.28687
4835,2436.6501
4844,1646.1758
4845,1810.2861
4846,2418.5615
4847,875.1378
4854,2764.406
4857,3161.2703
4861,953.6178
4863,1191.2083
4866,2549.088
4869,4216.474
4871,1415.1702
4872,2038.8945
4875,2497.7212
4877,8794.223
4878,941.7517
4885,1867.54
4886,1399.2709
4888,3920.165
4890,1255.4155
4896,1083.4153
4899,2350.3394
4913,735.12494
4916,2066.6116
4920,3771.4448
4925,2605.098
4934,2148.8577
4941,2406.9265
4946,1737.1462
4954,2798.7847
4956,1290.1116
4958,4641.185
4965,1240.314
4966,1234.4429
4970,2624.1316
4977,1912.6448
4980,2629.1997
4984,1821.9648
4995,944.86414
4997,2581.3926
4999,2037.4324
5005,3638.131
5011,1582.1158
5015,2374.2363
5016,2447.5454
5019,2777.5002
5024,2084.5544
5030,1963.0903
5031,1609.972
5034,1974.8735
5047,10276.644
5048,2329.5334
5052,1296.0785
5061,2157.2573
5062,9356.83
5067,3428.2217
5068,4132.0225
5077,1320.6205
5079,1894.2739
5090,2957.016
5094,2238.6772
5103,1916.7256
5104,870.8905
5106,2115.959
5107,2101.4856
5110,1196.3496
5114,1911.6941
5116,4544.429
5121,5356.86
5122,3080.036
5124,942.87756
5132,4018.8052
5133,1707.39
5138,2056.521
5143,2438.5115
5153,1545.3547
5154,1926.2571
5155,867.376
5160,1679.1461
5169,3952.0044
5172,3341.5251
5173,2984.8735
5179,975.4928
5182,2946.355
5187,1158.5974
5192,2893.994
5211,1280.7435
5213,3208.0967
5219,944.1509
5225,2668.8242
5226,1118.0233
5227,4483.582
5228,2188.1755
5239,3587.314
5241,1434.5896
5244,2233.3896
5248,3799.7354
5260,1249.015
5266,1104.0476
5273,1854.4124
5280,7693.0186
5298,4215.8003
5300,1045.7076
5306,3115.7136
5307,1110.7706
5311,4358.537
5316,1154.1715
5323,848.72546
5332,1675.4277
5336,1707.9695
5338,1020.3047
5342,2901.3381
5347,1254.6904
5355,3873.5073
5357,1986.3684
5362,1444.611
5363,1200.669
5364,936.3058
5366,2209.0984
5374,5225.573
5375,766.0427
5379,2762.7668
5380,2367.4143
5383,828.4457
5385,1596.8582
5390,1688.0947
5393,4442.6025
5398,2045.2727
5411,2702.6064
5414,895.9823
5429,1478.0359
5432,9094.077
5436,1296.9185
5437,4998.8584
5439,1143.912
5440,3514.6274
5449,1364.3796
5458,1200.3551
5460,894.65515
5462,1189.4984
5463,2178.7766
5465,2621.9187
5467,3525.5083
5475,2706.4302
5483,1955.509
5485,1150.38
5489,1742.9187
5493,2785.9941
5497,797.6849
5501,1431.9977
5506,1302.1976
5507,1566.4708
5510,3097.537
5524,4414.2163
5531,1331.4095
5542,3728.985
5543,2221.4536
5544,4297.289
5552,1912.9954
5560,2481.2085
5563,3849.1064
5573,2563.946
5579,1076.0516
5584,2808.6157
5585,9421.65
5594,1452.6696
5595,1964.8052
5597,1835.444
5598,1408.8364
5604,1646.9507
5606,1508.9102
5610,1083.2311
5615,4473.9795
5631,1340.3751
5637,1461.3633
5646,1617.6359
5656,2992.9966
5658,10509.748
5666,1439.5481
5668,2681.0442
5673,1363.2074
5680,1241.3912
5691,2635.4622
5692,6546.8926
5693,2000.1536
5697,3599.4836
5698,1644.278
5700,1925.4563
5704,2003.6846
5705,1959.3113
5707,1012.3767
5710,920.8391
5716,887.14075
5720,1586.5922
5722,2494.4893
5727,2000.888
5733,1379.8228
5737,2441.694
5742,3529.4968
5747,958.39307
5760,2723.0627
5774,1609.4845
5788,4952.8643
5796,1830.0731
5797,1410.5841
5800,2392.3945
5812,1595.6924
5814,1144.9294
5818,1183.8649
5819,3232.3838
5823,5240.2363
5826,2603.373
5830,1604.5955
5831,1449.8169
5846,2364.7874
5864,2002.9712
5869,651.5193
5870,4015.294
5879,1432.836
5883,9822.266
5886,1235.726
5889,4910.21
5904,2046.0063
5905,1070.0094
5910,2961.6138
5911,2071.372
5914,1793.404
5915,1661.779
5920,1119.2332
5925,1794.0686
5926,1780.9645
5934,2562.9722
5939,2946.646
5941,1047.2976
5943,1037.8809
5949,3417.073
5961,1659.9166
5965,5283.689
5966,2574.3787
5969,721.021
5970,2305.227
5978,3018.8037
5979,2361.0073
5983,1381.4183
5985,6053.5933
5989,1345.1252
5997,1429.65
6004,2073.5535
6010,3693.8318
6013,1482.6294
6019,1583.8043
6020,1231.2201
6032,1118.1063
6036,4599.3345
6037,5711.237
6039,1744.0382
6050,1758.2263
6051,1578.4639
6053,4791.2036
6057,1716.8724
6059,1337.9723
6067,3889.2517
6068,1351.2473
6075,1478.2112
6078,861.35364
6079,4664.844
6080,3645.9429
6082,3860.7427
6084,1245.399
6091,3286.3762
6092,1284.293
6093,5405.177
6096,1752.2157
6102,1748.2894
6105,1674.1404
6116,1708.8403
6122,922.3661
6126,1026.0895
6131,3557.651
6140,5071.3794
6141,1186.368
6146,948.9154
6147,2371.7175
6157,2903.862
6162,2238.6306
6163,2262.4482
6165,2139.7751
6170,6634.7217
6208,1894.7932
6216,3725.9548
6218,1708.0059
6223,2702.7144
6224,2043.8792
6227,1953.3477
6240,10289.261
6241,1561.1721
6246,1254.0594
6248,4062.437
6249,1200.89
6255,1655.3724
6261,2962.3828
6262,7547.399
6269,1606.8866
6271,2105.508
6278,2633.205
6284,1521.6523
6285,1502.101
6287,1100.8479
6288,2195.9763
6291,2188.1084
6296,971.49414
6297,3230.9634
6304,1818.3429
6309,3008.0134
6310,937.063
6311,2337.8286
6316,1186.4719
6319,1561.8593
6332,9435.947
6335,5892.3105
6336,1234.8081
6341,1087.67
6359,1218.4594
6369,1588.7991
6375,741.82306
6378,3264.4878
6380,3021.5276
6385,9511.848
6387,7738.9707
6391,2456.928
6392,757.20215
6393,2474.8594
6400,852.3567
6411,2653.7275
6415,2120.667
6416,2292.296
6419,2966.0703
6421,1184.5334
6432,2344.0042
6438,1575.1342
6444,935.1647
6445,1491.1775
6446,1366.584
6448,8170.5312
6452,1399.5546
6459,1923.0444
6470,3910.1768
6475,921.3749
6484,2275.8137
6492,2504.763
6502,1701.8872
6505,1248.0701
6506,1817.7712
6513,1989.3928
6514,2969.188
6524,4844.32
6525,705.80804
6528,1536.2678
6529,8724.901
6531,1768.4016
6538,1785.7839
6541,3890.3945
6546,2708.1548
6553,836.6765
6563,733.7432
6567,1747.1693
6586,5319.5977
6588,2347.0398
6589,4284.5947
6591,3489.511
6596,1393.0785
6607,1513.3579
6613,9931.831
6615,2038.7942
6625,1268.9359
6629,3612.6453
6630,2635.8516
6632,1445.8999
6640,900.3054
6645,2811.6904
6648,2229.976
6656,1820.7002
6658,2584.0464
6661,1640.4512
6663,2145.4587
6665,3469.7964
6673,1727.6288
6676,1840.1343
6681,1230.9
6683,1777.15
6684,873.0702
6695,1259.8458
6697,1461.9171
6700,3045.389
6702,1105.9755
6703,1345.3942
6704,3571.1025
6712,4359.711
6716,4387.2544
6723,1199.0602
6733,3885.4668
6734,2065.5852
6739,3617.994
6743,655.3034
6746,1613.4717
6756,1308.7683
6758,1410.6133
6765,926.94104
6772,2192.37
6776,3248.3162
6777,1817.0632
6784,2917.9395
6785,1347.3525
6788,1657.3695
6790,1882.956
6792,1120.352
6797,1360.5062
6802,2328.6326
6806,1020.5951
6808,977.527
6809,3224.2983
6810,1721.4325
6814,1238.1481
6815,2597.4534
6819,965.5366
6824,2834.9524
6830,1845.8878
6835,4488.337
6838,1657.8823
6845,6346.7627
6846,1089.8547
6847,2916.0754
6848,6156.1694
6849,3267.3767
6864,10246.384
6869,1344.209
6870,1633.4517
6876,1538.2087
6878,2044.8062
6890,9044.336
6892,4142.4956
6899,1207.8987
6906,1162.9988
6908,1301.8917
6912,2646.3535
6913,1025.8785
6925,1269.4697
6932,1678.6095
6935,1411.7742
6939,1424.431
6946,2328.8196
6950,971.6305
6963,1285.547
6972,4999.349
6974,843.43604
6978,3146.1838
6979,693.9224
6985,2765.6545
6989,3577.4915
7005,1007.56555
7007,1728.6217
7009,4441.8984
7015,728.39825
7036,3134.27
7047,2975.3657
7049,1034.6658
7054,3319.6328
7056,6598.3047
7058,938.22437
7061,1193.1115
7064,1165.7123
7066,1704.9269
7069,785.2681
7085,1408.3478
7086,7693.508
7096,1260.9265
7103,9556.108
7122,1893.1587
7125,4087.3794
7126,988.90295
7130,1266.9984
7134,6363.4106
7135,1021.4114
7140,3462.5625
7145,1096.5768
7148,2198.6536
7151,5434.015
7156,3837.2458
7157,1518.9053
7161,2034.1902
7163,2132.779
7168,1185.5222
7170,6222.893
7174,817.0724
7175,8760.832
7199,752.39984
7200,5400.576
7203,2417.9224
7209,1487.341
7210,11270.482
7215,1301.6211
7240,3470.3354
7241,1663.9296
7248,1839.2706
7253,4041.4365
7260,3187.9854
7262,1556.5157
7264,3269.99
7265,2427.1335
7267,4978.9453
7268,5552.0874
7269,2468.5889
7270,2099.2239
7271,850.7241
7274,4700.466
7289,803.22394
7292,2724.4248
7293,2806.8604
7294,642.93097
7296,4563.448
7298,1262.6621
7299,1693.7355
7304,5133.181
7305,1486.9451
7308,2296.8362
7309,2412.5376
7310,1373.3733
7311,2628.087
7312,1820.416
7317,1360.6648
7319,7911.844
7320,3165.6938
7329,5212.8184
7330,4377.9673
7331,3581.0127
7336,994.3948
7353,3006.5361
7358,3345.5737
7363,3340.1306
7365,4429.3784
7366,1135.4268
7374,3409.086
7377,1490.7736
7378,3103.8958
7382,2043.7358
7388,2771.9512
7398,2730.36
7400,1977.8643
7411,1809.4447
7426,2349.5867
7434,6098.1763
7436,704.901
7442,1208.3452
7443,1671.5586
7464,1990.0308
7470,2373.3994
7476,915.2505
7478,1127.7363
7479,1387.231
7480,2201.7231
7487,1701.7567
7495,2829.825
7498,1603.5442
7507,5398.157
7525,4860.2637
7527,1261.1042
7528,1370.5325
7533,960.1653
7535,3551.4314
7536,630.9102
7537,2996.165
7544,1388.8741
7552,2144.7285
7553,2447.842
7554,1969.4294
7555,1622.5916
7556,6402.3335
7560,2156.6367
7564,3832.3591
7570,1378.7083
7571,1118.0624
7573,1162.6355
7574,1506.9637
7575,1196.626
7592,1130.9768
7595,3590.2695
7596,1686.3975
7601,2554.6936
7608,1828.0994
7610,1110.2957
7613,2190.7883
7623,2802.147
7630,1165.8197
7638,1080.4713
7643,765.15686
7647,3025.9363
7671,941.7849
7672,1783.0645
7676,2124.6775
7682,921.1487
7689,3487.949
7691,1529.4369
7695,3038.3862
7705,2248.1401
7707,4584.9707
7709,1899.8457
7710,9784.411
7714,2659.5535
7716,4383.4194
7717,2458.786
7718,1950.8005
7719,2117.3608
7720,1293.7839
7723,2073.5078
7727,3442.436
